45 - 259/C,Pinewood River Tributary Culvert No. 2,48.7806,-94.1852,1899,18.3,
45 - 261/C,MILLS CREEK TIMBER CULVERT,48.7375,-92.1225,1899,25.6,
45 - 264/C,"LYON CREEK CULVERT NO. 2,   Hwy. 602",48.6159,-93.8086,1899,17,
45 - 269/C,"Caribus Lake Tributary Timber Culvert,   Hwy. 11",48.728109,-91.641177,1899,20,
48C- 178/C,MACLEAN CREEK CULVERT,48.84,-87.4434,1899,36.7,
48C- 180/C,BLACKWATER R. TRIBUTARY CULVERT Hwy. 11,49.5391,-88.0038,1899,17.8,
48C- 181/C,OMER LAKE CULVERT Hwy. 11,49.37721,-88.133462,1899,32.8,
48C- 182/C,GORGE CREEK CULVERT Hwy. 11,49.301885,-88.099032,1899,21.8,
48C- 183/C,KEEMLE LAKE CULVERT Hwy. 11,49.273255,-88.116206,1899,25,
48C- 185/C,SHAMROCK L. CULVERT (EAST) Hwy. 11,49.2662,-88.1257,1899,53.8,
48C- 186/C,SHAMROCK L. CULVERT (WEST) Hwy. 11,49.2595,-88.137,1899,33.3,
48C- 189/C,INDIAN BAY CULVERT Hwy. 11,49.0733,-88.2667,1899,23.4,
48C- 190/C,HELEN LAKE  CULVERT Hwy. 11,49.0604,-88.2667,1899,25.2,
48C- 191/C,MISSION BAY CULVERT Hwy. 11,49.0379,-88.249,1899,25.5,
48C- 203/C,DUBLIN CREEK CULVERT,48.959401,-87.971139,1899,57.9,
48C- 213/C1,BLIND CREEK CULVERT - EBL,48.5065,-89.0456,1899,28.6,
48C- 214/C1,WILD GOOSE CREEK CULVERT - EBL,48.5034,-89.064,1899,40,
48C- 215/C,NORTH CURRENT R. CULVERTS,48.5686,-89.1297,1899,28,
48C- 217/C,"SOUTH CURRENT R. CULVERTS,   Hwy. 527",48.7257,-89.0818,1899,22,
48C- 218/C,"DOG RIVER CULVERTS,   Hwy. 527",48.809696,-89.108459,1899,26.2,
48C- 219/C,"EAGLE RIVER TIMBER CULVERT,   Hwy. 527",48.991032,-89.276309,1899,15.2,
48C- 220/C,"TRANS CANADA PIPELINE TIMBER CULVERT,  Hwy. 527",49.059848,-89.278759,1899,21.7,
48C- 223/C,RINKER LAKE ARCH CULVERTS Hwy. 527,49.192477,-89.413475,1899,24.2,
48C- 227/C,RUBY CREEK CULVERT,49.0149,-88.1881,1899,33.4,
48C- 240/C,"Wabikon Creek Timber Culvert,   Hwy. 527",49.403187,-89.351812,1899,17.2,
48C- 241/C,FIRE HILL CREEK CULVERT,49.0076,-88.1164,1899,50.8,
48C- 242/C,"ROUSSEAU LAKE TIMBER CULVERT,   Hwy. 527",49.110963,-89.312208,1899,17.5,
48C- 243/C,"ARTHUR ST. CULVERT,   Hwy. 11/17",48.381,-89.3016,1899,51.27,
48C- 337/C,MIGNET CREEK CULVERT Hwy. 11,49.1859,-88.2229,1899,47.9,
48E-  50/C,SAWMILL CREEK CULVERT Hwy. 17,48.825129,-86.942332,1899,27,
48E-  52/C,BLACKBIRD CREEK CULVERT NO. 2 Hwy. 17,48.8459,-87.0369,1899,30.6,
48E-  56/C,SUCKLE CREEK CULVERT Hwy. 11,49.759938,-86.63743,1899,20,
48E-  57/C,MINERAL CREEK CULVERT Hwy. 11,49.701676,-86.791732,1899,32,
48E-  63/C,NORAMI CREEK TIMBER CULVERT Hwy. 11,49.6619,-87.7701,1899,18.9,
48E-  64/C,WATSON CREEK CULVERT Hwy. 11,49.6588,-87.7876,1899,21.4,
48E-  70/C,Chowder Creek Culvert Hwy 11,49.800444,-85.822278,1899,27.2,
48E-  72/C,CROCKER LAKE CULVERT (EAST) Hwy. 17,48.6305,-85.349,1899,21.4,
48E-  73/C,CROCKER LAKE CULVERT (WEST) Hwy. 17,48.6314,-85.3823,1899,20.4,
48E-  74/C,DUNC LAKE ARCH CULVERT Hwy. 17,48.7193,-85.6889,1899,29.1,
48E-  75/C,ALDER CREEK EAST ARCH CULVERT Hwy. 17,48.719003,-85.70967,1899,27.3,
48E-  76/C,PIC RIVER TRIBUTARY CULVERT Hwy. 17,48.705324,-86.25571,1899,22.6,
48E-  79/C,ANGLER CREEK TRIBUTARY CULVERT Hwy. 17,48.77055,-86.380286,1899,33.6,
48E-  83/C,FLYNNE CREEK CULVERT Hwy. 11,49.8007,-85.7307,1899,27.2,
48E-  84/C,CHOWDER CREEK EAST CULVERT Hwy. 11,49.8009,-85.7633,1899,25.5,
48E- 123/C,Nissiamkikan Creek Culverts,49.6693,-87.7126,1899,42.7,
48E- 124/C,PHIPPS LAKE CREEK CULVERT Hwy. 11,49.7811,-86.3877,1899,26.9,
48E- 125/C,FLYNNE CREEK EAST TIMBER CULVERT Hwy. 11,49.8006,-85.7192,1899,27,
48E- 126/C,ROCKYSHORE CREEK CULVERT Hwy. 11,49.7787,-86.5024,1899,26.9,
48E- 127/C,CHICKEN FARM LAKE CREEK CULVERT Hwy. 614,49.105,-85.8485,1899,18.4,
48E- 128/C,SANDLINK CREEK TIMBER CULVERT Hwy. 625,49.7229,-86.3462,1899,14.8,
48W-   9/C,"SISSON CREEK CULVERT,   Hwy. 17",49.189258,-90.864563,1899,24.3,
48W- 154/C,"CEDAR CREEK CULVERT NO. 1,   Hwy. 590",48.3979,-89.7304,1899,24.5,
48W- 183/C,"JARVIS RIVER CULVERT, Hwy. 61",48.1769,-89.4614,1899,47.2,
48W- 185/C,"OSKONDAGA R. TRIB. CULVERT NO. 1,   Hwy. 17",48.648041,-89.893011,1899,45.7,
48W- 186/C,"OSKONDAGA R. TRIB. CULVERT NO. 2,   Hwy. 17",48.7311,-89.8841,1899,36.4,
48W- 188/C,"ENGLISH R. TRIBUTARY CULVERT,  Hwy. 17",49.1472,-90.8009,1899,24.4,
48W- 189/C,Graystone Lake Timber Culvert,49.9815,-91.0629,1899,26.9,
48W- 190/C,"COBB BAY TIMBER CULVERT,  Hwy. 599",50.019971,-90.995604,1899,17.2,
48W- 191/C,"MILE CREEK TIMBER CULVERT,  Hwy. 599",50.0507,-90.9426,1899,26.6,
48W- 192/C,ROSSMERE CREEK TIMBER CULVERT      Hwy. 11,48.6358,-90.1858,1899,25.1,
48W- 193/C,"WAWIAG CREEK TIMBER CULVERT,  Hwy. 11",48.6478,-90.5724,1899,28.3,
48W- 194/C,"SAVANNE R. TRIBUTARY CULVERT,  Hwy. 17",48.9119,-90.0551,1899,25.9,
48W- 195/C,"SLATE R. TRIBUTARY CULVERT,  Hwy. 61",48.274999,-89.483984,1899,25.9,
48W- 197/C,"HEAVEN CREEK CULVERTS,  Hwy. 811",49.398893,-89.565556,1899,17.6,
48W- 242/C,AGIMAK RIVER CULVERT Hwy. 599,49.4241,-91.6256,1899,25.7,
48W- 243/C,"KEKWANZIK LAKE TIMBER CULVERT,  Hwy. 599",49.4384,-91.6247,1899,27,
48W- 245/C,"Flood Creek East Timber Culvert,   Hwy. 11",48.729705,-91.330592,1899,22.1,
48W- 246/C,"TAG CREEK CULVERT,  Hwy. 599",49.6423,-91.3167,1899,18.4,
48W- 248/C,"MINNOWAN LAKE CULVERT,  Hwy. 17",49.1729,-90.8415,1899,26.5,
48W- 250/C,"NIOBE LAKE CULVERT,    Hwy. 11",48.727,-91.3256,1899,18.5,
48W- 261/C,FLOOD CREEK WEST TIMBER CULVERT         Hwy. 11,48.731666,-91.333887,1899,22.9,
32 -  63/C,MARTIN CREEK CULVERT,44.517395,-78.774462,1902,23.8,
32 - 141/C,STONEY CREEK CULVERT #2 @HWY 35,44.2813604,-78.7022456,1902,21.95,
49 -   2/,CPR SWING BRIDGE,45.980136,-81.914003,1913,174.9,5.56
44 - 176/,LITTLE EAST RIVER BRIDGE NO. 3,45.46342,-79.25007,1916,7.2,8.2
44 - 177/,LITTLE EAST RIVER BRIDGE NO. 4,45.48453,-79.25148,1916,7.2,8.2
44 - 178/,RAGGED CREEK BRIDGE,45.52037,-79.30398,1916,7.2,8.2
44 - 174/,LITTLE EAST RIVER BRIDGE NO. 1,45.45585,-79.24883,1919,7.2,8.2
38S- 241/,CPR  SUBWAY AT HWY 538,46.18577,-82.81116,1921,12,5.3
20 - 140/C,NORTH CREEK          ,42.854072,-80.5177174,1923,72.5,
28 -   7/C,PEARSALL CREEK CULVERT,44.030639,-77.285152,1923,20.9,
47 -  38/,BLANCHE RIVER BRIDGE,47.73025,-79.69582,1923,92.5,4.9
9 -   2/,GRAND RIVER BRIDGE IN CALEDONIA,43.072165,-79.952587,1927,199,12.88
8 - 167/C,Boyne River Bridge (Flesherton),44.26396876,-80.55220244,1928,13.02,
2 - 358/C,MILL CREEK BRIDGE (CULVERT),44.36510331,-81.43937123,1930,29.9,
2 - 466/C,CULVERT - OTTER CREEK,44.02875074,-81.09322373,1930,19.3,
2 - 471/C,CULVERT,44.19179225,-81.60201282,1930,37.5,
2 - 476/C,CULVERT,44.26175663,-81.54805873,1930,41.1,
2 - 478/C,CULVERT,44.28978495,-81.49707532,1930,43.3,
11 - 346/C,Culvert,44.2261099,-77.4171607,1930,24.91,
43 - 361/C,LITTLE CACHE CREEK CULVERT,46.38975,-79.99933,1930,45.65,
44 - 175/,LITTLE EAST RIVER BRIDGE NO. 2,45.46008,-79.24975,1930,7.2,8.2
46 - 489/C,Murdoch River Culvert,46.19279,-80.74386,1930,36.2,
20 -  27/C,Davis Creek Culvert,42.8716597,-80.31641482,1931,34.2,
44 - 166/,C.N.R OVERHEAD BRIDGE,45.52124,-79.30659,1931,7.5,8.7
7 -  14/,SALMON R. BR. AT ARDEN,44.738832,-76.935731,1932,36.5,11
7 -  92/C,Sharbot Creek Culvert,44.757864,-76.799297,1932,28.3,
12 - 195/,Bayfield River Bridge (Clinton),43.60550725,-81.53413435,1932,32.9,11.53
29 - 148/C,MACKEY CREEK WIDENING,46.16897,-77.81212,1932,17,
43 -  94/,CPR Subway,46.31518,-78.68899,1932,24.6,5
11 -  44/,MARMORA-CROWE RIVER BRIDGE,44.481547,-77.685154,1933,45.8,11.35
11 -  69/,BLACK RIVER BRIDGE,44.539572,-77.369613,1933,31.9,10.16
11 -  76/,SKOOTAMATTA RIVER BRIDGE,44.549275,-77.328291,1933,31.7,10.16
24 - 203/1,CREDIT RIVER BRIDGE EBL,43.5566695,-79.6098179,1933,242.3,14.5
24 - 203/2,CREDIT RIVER BRIDGE WBL,43.5567289,-79.6099704,1933,242.3,14.45
11 -  45/,MOIRA RIVER BRIDGE,44.499645,-77.617928,1934,34.5,14.3
11 - 134/,Rawdon Creek Bridge,44.3383196,-77.4775192,1934,12.7,10.16
13 -   5/C,CULVERT - SKINNER DRAIN,42.5937797,-82.43301194,1934,30,
10 - 140/C,Joshua's Creek Culvert,43.4932562,-79.6733169,1935,120.4,
26 -  85/,INDIAN RIVER BRIDGE,44.32472867,-78.15728613,1935,30.4,15.83
26 -  90/,OUSE RIVER BRIDGE,44.34830309,-78.07407874,1935,8.5,11.48
10 - 150/2,Bronte Road (CR 25) & BRONTE CREEK Overpass,43.409003,-79.7417611,1936,178.1,28.68
10 - 156/C,Fourteen Mile Creek Culvert,43.422106,-79.7274311,1936,111.12,
10 - 160/1,"OAKVILLE CK BR, PARTS   WIDENED",43.4520825,-79.6937729,1936,173,33.6
29 - 112/,CONSTANT CREEK BRIDGE,45.364433,-76.940838,1936,10.7,7.62
24 - 190/C,DILLON'S CREEK BRIDGE,43.5738741,-79.5936832,1937,0,
25 - 185/,FLAT CREEK BRIDGE #1,43.3735662,-81.2721235,1937,19.5,11.49
30 - 418/C,HWY 12 - NORTH RIVER CULVERT,44.62874,-79.524017,1937,24.3,
38S- 145/2,BAR RIVER BRIDGE WESTBOUND LANES,46.43177,-84.06768,1937,12.2,14.02
38S- 243/C,LAUZON CREEK CULVERT,46.18877,-82.80811,1937,26.8,
38S- 351/C,SPRAGGE CREEK CULVERT,46.20705,-82.66447,1937,30.6,
38S- 392/C,MARCELLIUS CREEK CULVERT,46.21251,-82.59181,1937,28.6,
38S- 407/C,SERPENT LAKE TRIB. CULVERT,46.21301,-82.57832,1937,28,
43 -  67/,DUCHESNAY CREEK BRIDGE ,46.32833,-79.50288,1937,79.8,10.1
43 - 171/,C.N.R Subway Bridge,46.52538,-80.02847,1937,11.5,4
44 -  42/,NAISCOOT RIVER BRIDGE,45.67265,-80.48277,1937,40.8,9.8
44 -  53/,CPR OVERHEAD,45.61763,-80.3935,1937,22.1,10.06
14 - 295/C,JERICHO CREEK CULVERT,43.19907444,-81.91395155,1938,18.3,
16 - 104/C,Culvert,44.3358358,-76.1263,1938,35,
16 - 107/C,Culvert (Private residence entrance),44.3684,-75.9698,1938,61,
16 - 258/C,Culvert,44.357,-76.0325,1938,47.7,
16 - 332/C,East Buells Point Culvert,44.4331256,-75.8835633,1938,51.2,
25 - 340/C,CULVERT - HANNA DRAIN,43.66167819,-81.02388636,1938,27.3,
26 - 139/C,EAST OUSE RIVER BRIDGE,44.38741,-77.97604,1938,15.85,
32 -  72/C,MCLARENS CREEK CULVERT,44.397036,-78.791284,1938,21,
38S- 180/,STOBIE CREEK BRIDGE,46.34194,-83.88881,1938,13.4,10.9
39W- 129/C,HOLLAND CULVERT,49.717145,-83.835275,1938,30,
42 -  12/C,Skeleton River Culvert,45.21972,-79.53087,1938,21.4,
43 -   1/,GRANITE LAKE BRIDGE,47.1578,-79.73611,1938,15.2,11.55
43 -  36/,DUCHESNAY CREEK BRIDGE WIDENED,46.41106,-79.46606,1938,10.1,13.1
43 -  65/,LARONDE CREEK BRIDGE,46.37029,-79.71091,1938,15.5,10.2
43 -  66/,CNR OVERHEAD,46.33218,-79.50881,1938,82.1,10.2
43 - 151/C,POVERTY CREEK CULVERT,45.48994,-78.21948,1938,21.9,
43 - 225/C,Little Sturgeon River,46.49433,-79.50445,1938,27.5,
43 - 253/C,JESSIE CREEK CULVERT,47.04023,-79.79717,1938,21,
43 - 255/C,HERRIDGE CREEK CULVERT,46.98043,-79.80153,1938,21,
43 - 362/C,CHIPPEWA CREEK CULVERT,46.369512,-79.466055,1938,46,
44 -  51/,Trout Creek Bridge,45.98636,-79.35954,1938,13.3,13
47 - 275/C,CULVERT,47.20269,-79.72962,1938,21.2,
47 - 276/C,STRAIGHT CREEK CULVERT,47.29906,-79.79314,1938,16.2,
48C-  51/C,MCINTYRE CK. CULV. Hwy. 589,48.5186,-89.3319,1938,22.7,
48C- 338/C,SHAMROCK LAKE (CENTRE) CONCRETE CULVERT Hwy. 11,49.2626,-88.1331,1938,76,
5 -  68/C,Culvert 68 - Nineteen Mile Creek (Catfish),42.77672438,-81.09107848,1939,38.1,
22 - 120/1,DUFFINS CREEK BRIDGE (EBL),43.84670461,-79.05165065,1939,137,27.7
22 - 120/2,DUFFINS CREEK BRIDGE (WBL),43.84699552,-79.05172028,1939,137,27.7
22 - 175/1,HWY 401/OSHAWA CREEK EASTBOUND LANE,43.8809254,-78.8582352,1939,47.2,25.9
22 - 175/2,HWY 401/OSHAWA CREEK BRIDGE WESTBOUND LANE,43.88105833,-78.85831937,1939,47.2,25.9
22 - 177/,Albert Street Underpass,43.88191578,-78.8543535,1939,30.4,13.36
38S-   8/C,CHIPPEWA RIVER CULVERT,46.92826,-84.42627,1939,33,
39W-  54/C,MATTICE CREEK CULVERT,49.61045,-83.25718,1939,37,
39W-  93/,GROUNDHOG RIVER BRIDGE,49.31324,-82.04156,1939,181.1,9.55
41S-  74/,NESTOR FALLS BRIDGE,49.1153,-93.9264,1939,17.2,11.43
43 - 249/C,BEACH LAKE CULVERT,46.73457,-79.80264,1939,28.3,
43 - 360/C,MARIAN CREEK CULVERT ,46.74629,-79.81147,1939,21.96,
45 -   3/,BRIDGE AT LOG RIVER,49.085,-93.9082,1939,21,10.05
48C-   2/C,POSTAGONI RIVER CONCRETE BARREL ARCH,49.4193,-88.1219,1939,29.6,
48W-  14/,BIG FIRESTEEL RIVER BRIDGE,49.0607,-90.675,1939,20.8,10.46
16 - 103/1,LANDON'S BAY BRIDGE SOUTH,44.351489,-76.068418,1940,30.6,12.2
16 - 109/,SIFTON HORSE CROSSING,44.501128,-75.807809,1940,39.9,3.65
16 - 110/1,JONES CREEK SOUTH,44.503379,-75.805825,1940,30.5,12.9
16 - 110/2,JONES CREEK NORTH,44.503376,-75.805864,1940,32,12.34
18 - 104/1,Henley Course-EBL,43.178445,-79.272554,1940,208.8,20.8
18 - 104/2,Henley Course - WBL,43.178572,-79.272631,1940,208.8,20.8
22 - 151/,BROCK ST. WHITBY,43.86623301,-78.9362868,1940,37.4,15.85
22 - 152/,HENRY ST -KINGSTON RD U'PASS,43.866546,-78.941776,1940,36.5,11.67
22 - 174/1,"CUBERT STREET OVERPASS, HWY 401 EASTBOUND",43.87972878,-78.86343833,1940,13.9,17.1
22 - 174/2,CUBERT STREET OVERPASS HWY 401 WESTBOUND,43.87987273,-78.86349402,1940,13.8,17.1
39W- 110/C,MOONBEAM CREEK CULVERT,49.2881,-81.87937,1940,34.7,
43 - 233/C,AMABLE CREEK CULVERT,45.48801,-78.10841,1940,31,
43 - 367/C,Marten Lake Culvert,46.69587,-79.7678,1940,30.8,
2 - 213/,ROYAL OAK CREEK BRIDGE,44.1127221,-81.66310955,1941,13.5,11.53
12 - 297/C,CULVERT - GULLY BRIDGE,43.6139691,-81.70565556,1941,37,
22 - 176/,SIMCOE STREET UNDERPASS ,43.88147375,-78.85626636,1941,30.8,16.56
22 - 179/1,Ritson Road Overpass Eastbound Lane,43.8836313,-78.8463711,1941,14.5,20.8
22 - 179/2,Ritson Road Overpass Westbound Lane,43.88378534,-78.84643796,1941,14.5,20.8
34 -  65/1,Welland River & PCR OH NBL (EAST BRIDGE),43.045726,-79.1215,1941,290.8,13.2
34 -  65/2,Welland River & PCR OH SBL (WEST BRIDGE),43.045734,-79.121731,1941,290.8,13.2
34 - 129/1,BERTIE TWP CNR & CONRAIL O/H S.B.,42.937859,-78.988802,1941,125.9,13.36
34 - 129/2,BERTIE TWP CNR & CONRAIL O/H N.B.,42.937854,-78.988533,1941,125.9,13.36
38S-   7/,BATCHAWANA RIVER BRIDGE,46.933003,-84.528625,1941,94,11.46
39E-   6/,GILLES CREEK BRIDGE,49.27422,-81.07419,1941,22.9,9.6
43 - 150/,Whitney Bridge over Madawaska River,45.49424066,-78.23930222,1941,50.3,11.58
4 - 133/,GRAND RIVER BRIDGE (KELDON),44.03758744,-80.3828459,1942,22.6,10
26 - 116/,EELS (DANES) CREEK BRIDGE,44.86392385,-78.1132357,1942,9.2,12.29
29 - 111/,GRIFFITH BRIDGE,45.24231,-77.177671,1942,105,10.06
34 - 130/,BOWEN ROAD UNDERPASS,42.933577,-78.983463,1942,44.7,11.06
39E-  13/,NORTH DRIFTWOOD RIVER BRIDGE,49.18898,-81.4379,1942,80.2,10.1
39W- 118/C,CULVERT,49.76101,-85.19189,1942,37,
39W- 119/C,CULVERT,49.75893,-85.3081,1942,28,
39W- 132/C,STUDHOLME CREEK CULVERT,49.74555,-84.1419,1942,22,
41S-  16/,MOOSE CREEK BRIDGE,50.0156,-92.0618,1942,18.6,9.99
41S-  68/,REVELL RIVER BRIDGE,49.5445,-92.1763,1942,10.4,14.05
43 - 153/,Madawaska River Bridge,45.502641,-77.978416,1942,50.3,11.52
43 - 154/,Opeongo River Bridge,45.50637,-77.94486,1942,49.3,10.14
38S- 602/C,ROOT RIVER #1 (MACINTYRE RD.),46.62728,-84.30707,1944,13.7,
38S- 603/C,ROOT RIVER #2 (MACINTYRE ROAD),46.6182,-84.30384,1944,14.8,
39E-   1/,POPLAR RAPIDS RIVER,49.28924,-81.78459,1944,63.8,11.8
41S- 149/C,"FINLAYSON CREEK CULVERT,   Hwy. 72",49.8612,-92.3814,1944,16.8,
47 -  23/,AIDIE CREEK BRIDGE,47.87838,-80.01826,1944,19.5,8.4
48W-  15/,LITTLE FIRESTEEL RIVER BRIDGE,49.0476,-90.6463,1944,13.5,10.46
11 - 165/,MOIRA RIVER BRIDGE,44.275989,-77.365856,1945,117.6,10.8
48W-  13/,BEAVER CREEK BRIDGE,49.0955,-90.7047,1945,10.1,10.46
30 - 399/C,INNISFIL CREEK TWIN CSPA CULVERT,44.206801,-79.6582259,1946,46,
30 - 415/C,HIGHWAY 400 AT INNISFIL 6TH LINE CULVERT,44.2593096,-79.6727737,1946,67,
38S- 460/C,BLACK CREEK CULVERT,46.20504,-82.17767,1946,27.29,
46 - 402/C,CULVERT,46.20762,-82.11138,1946,23,
12 - 232/,KIPPEN RIVER BRIDGE #2,43.46612835,-81.50496625,1947,10.9,11
30 - 208/,10TH LINE STROUD SIDEROAD UNDERPASS,44.30976566,-79.68357561,1947,32.8,10.95
37 -  59/1,KING TWP O'PASS (NBL),43.9571,-79.5747,1947,13.3,19.2
37 -  59/2,KING TWP O'PASS SBL,43.9571,-79.5749,1947,13.3,14.46
37 -  94/C,HUMBER RIVER BRIDGE,43.91172215,-79.56399317,1947,,30.48
30 - 178/1,HIGHWAY #27 OVERPASS (ESSA ROAD) - N.B.L.,44.36206322,-79.69734016,1948,28.8,16.76
30 - 178/2,HIGHWAY #27 OVERPASS (ESSA ROAD) - S.B.L.,44.36215334,-79.69744725,1948,28.8,16.76
30 - 400/C,SUCKER CREEK CULVERT,44.0784645,-79.6256379,1948,49.4,
37 -  33/1,"HWY 9 U/P - EBL, HWY 400",44.02940959,-79.59427482,1948,34,14
43 -  45/C,BALSAM CREEK CULVERT,46.41673,-79.20418,1948,35.4,
43 - 165/C,Deer Creek Culvert,46.4346,-80.26913,1948,24.7,
43 - 231/C,Bear Creek Culvert,46.43031,-80.22931,1948,40,
43 - 265/C,BIG CACHE RIVER CULVERT,46.40585,-80.03535,1948,38.3,
43 - 266/C,CULVERT,46.40689,-80.0737,1948,36.52,
46 - 393/C,VEUVE RIVER TRIBUTARY CULVERT,46.51144,-80.60982,1948,38,
46 - 487/C,Unamed Creek Culvert,46.44221,-80.3126,1948,39.64,
48E-  16/,"C.P.R. OVERHEAD @ SCHREIBER, MILEAGE 115.85",48.797,-87.225,1948,52.4,11.44
48E-  17/,AGUASABON  RIVER  BRIDGE,48.785736,-87.114968,1948,61.4,14.47
48E-  18/,"CPR OVERHEAD @ TERRACE BAY, MILEAGE 109.69",48.7886,-87.0927,1948,52.4,14.5
11 - 253/C,MOIRA CREEK CULVERT,44.4954119,-77.6324574,1949,27,
11 - 254/C,MOIRA CREEK CULVERT,44.4931937,-77.6433095,1949,23.7,
12 - 188/,Bayfield River Bridge,43.56899893,-81.69851695,1949,61.2,11.68
32 -  64/,CAMERON LAKE BRIDGE,44.54151532,-78.78738667,1949,13.5,11.98
38S- 168/,MISSISSAGI  RIVER BRIDGE,46.42191,-83.37606,1949,93.3,11.6
38S- 202/,MISSISSAGI RIVER (AT IRON BRIDGE).,46.27861,-83.22466,1949,120,11.69
38S- 354/C,DYKE CREEK CULVERT,46.19492,-83.01744,1949,22.5,
38S- 358/C,WHARNCLIFFE CREEK CULVERT,46.41817,-83.39871,1949,39,
38S- 365/C,PALMERS CREEK CULVERT,46.41051,-83.40945,1949,19.5,
38S- 375/C,CUMMINGS CREEK CULVERT (TUNNEL LAKE),46.45705,-83.36167,1949,22,
38S- 402/C,EVERETT LAKE TRIB. CULVERT,46.25716,-83.19547,1949,31.8,
38S- 418/C,BLIND RIVER TRIBUTARY CULVERT,46.19368,-83.0013,1949,18.5,
43 -  23/,Bridge Over Little Jocko River,46.55165,-79.16103,1949,20.6,11
43 -  42/C,North River Culvert,46.37466,-79.29545,1949,18.4,
43 -  43/C,Redbridge Creek Culvert,46.39212,-79.24847,1949,18.5,
43 -  44/C,North Creek Culvert,46.40233,-79.23341,1949,18.3,
43 -  91/C,Antoine Creek Culvert,46.3467,-78.73898,1949,41,
44 -  64/C,SOUTH RIVER CULVERT,45.84856,-79.37964,1949,45.3,
47 -  13/,MISEMA RIVER BRIDGE,48.10652,-79.76887,1949,35.7,11.3
21 -  23/,PIGEON RIVER BRIDGE,44.169606,-78.6766852,1950,9.1,11.84
21 - 162/1,Liberty Street Overpass - Eastbound,43.89870471,-78.67504537,1950,13.1,24
21 - 162/2,Liberty Street Overpass - Westbound,43.89886639,-78.67511303,1950,13.1,24
30 - 210/1,INNISFIL BEACH ROAD OVERPASS - N.B.L.,44.28502403,-79.67956236,1950,16.1,17.43
30 - 210/2,INNISFIL BEACH ROAD OVERPASS - S.B.L.,44.28498484,-79.67973173,1950,16.1,17.48
30 - 256/,GWILLIMBURY TWP. UNDERPASS AT HIGHWAY 89,44.20032985,-79.65473408,1950,36.6,14.93
30 - 309/,HIGHWAY # 400 UNDERPASS AT  HIGHWAY 88,44.099498,-79.630786,1950,36.3,16.05
30 - 334/1,NORTH CANAL BRIDGE NORTHBOUND LANE,44.052598,-79.609447,1950,71,19
30 - 334/2,NORTH CANAL BRIDGE SOUTHBOUND LANE,44.052498,-79.609629,1950,71,19
